482010;5000;50;7;2.4455459117889404
482010;5000;50;0;6.680679798126221
482010;5000;50;1;3.2725749015808105
482010;5000;50;2;2.4697258472442627
482010;5000;50;3;3.0646631717681885
482010;5000;50;4;3.193359851837158
482010;5000;50;5;2.6816298961639404
482010;5000;50;6;2.5589969158172607
482010;5000;50;7;2.5617892742156982
P;482010;5000;50;8;2.1287598609924316;
P;482010;5000;50;8;2.1573538780212402;
D;482010;5000;50;8;585.3215928077698;
D;482010;5000;50;8;2.075424909591675;
D;482010;5000;50;8;2.040766954421997;
D;482010;5000;50;8;1.9104650020599365;
D;482010;5000;50;8;16.265199899673462;
D;482010;5000;50;8;0.31592893600463867;
D;482010;5000;50;8;0.31882500648498535;
D;482010;5000;50;8;0.8235328197479248;
D;482010;500;50;8;109.20194697380066;
D;500000;500;50;8;2.036496162414551;
D;500000;500;50;8;2.0012900829315186;
D;500000;500;50;8;1.943187952041626;
D;500000;500;50;8;10.315783023834229;
D;500000;500;50;8;1.9044299125671387;
D;500000;500;50;8;2.031764030456543;
D;500000;500;50;8;1.9749090671539307;
D;500000;500;50;8;1.9244132041931152;
D;500000;500;50;8;1.933434247970581;
D;482010;500;50;8;0.15532183647155762;
P;482010;500;50;1;6.035737037658691
P;482010;500;50;2;2.940458059310913
P;482010;500;50;3;1.9810280799865723
P;482010;500;50;1;5.899321794509888
P;482010;500;50;2;2.973113775253296
D;482010;500;50;8;2.8427951335906982;
D;482010;500;50;8;2.271151065826416;
D;482010;500;50;8;1.7788448333740234;
D;482010;500;50;8;1.8988537788391113;
D;482010;500;50;8;1.859874963760376;
D;482010;500;50;8;1.8552470207214355;
D;482010;500;50;8;1.8942317962646484;
D;482010;500;50;8;1.8358001708984375;
D;482010;500;50;8;60.23029184341431;
D;482010;500;50;8;1.7827198505401611;
D;482010;500;50;8;235.30981016159058;
D;482010;500;50;8;1.8273248672485352;
D;482010;500;50;8;1.8907780647277832;
D;482010;500;50;8;1.844290018081665;
D;482010;500;50;8;4.176732063293457;
D;482010;500;50;8;1.8564538955688477;
D;482010;500;50;8;105.21175599098206;
D;482010;500;50;8;4.529356956481934;
D;482010;500;50;8;49.934096813201904;
D;482010;500;50;8;15.812750816345215;
D;482010;500;50;8;24.7110378742218;
D;482010;500;50;8;21.492541313171387;
D;482010;500;50;8;21.89046001434326;
D;482010;500;50;8;5.1626739501953125;
D;482010;500;50;8;29.904179096221924;
D;482010;500;50;8;71.88589382171631;
D;482010;500;50;8;145.90104007720947;
D;482010;500;50;8;17.730966091156006;
D;482010;500;50;8;16.19830870628357;
D;482010;500;50;8;3.013684034347534;
D;482010;500;50;8;3.0144431591033936;
D;482010;500;50;8;3.0128188133239746;
D;482010;500;50;8;1.8192009925842285;
D;482010;500;50;8;2.0296173095703125;
D;482010;500;50;8;2.024832010269165;
